source,answer,source_file
SMT 2018 AlgebraTiebreaker #1,4,SMT_2018_AlgebraTiebreaker_Solutions.pdf
SMT 2018 AlgebraTiebreaker #2,\frac{11}{14},SMT_2018_AlgebraTiebreaker_Solutions.pdf
SMT 2018 AlgebraTiebreaker #3,2,SMT_2018_AlgebraTiebreaker_Solutions.pdf
SMT 2018 Algebra #1,3.60,SMT_2018_Algebra_Solutions.pdf
SMT 2018 Algebra #2,12,SMT_2018_Algebra_Solutions.pdf
SMT 2018 Algebra #3,\frac{13}{7},SMT_2018_Algebra_Solutions.pdf
SMT 2018 Algebra #4,"(9, 6), (-11, 6)",SMT_2018_Algebra_Solutions.pdf
SMT 2018 Algebra #5,2019,SMT_2018_Algebra_Solutions.pdf
SMT 2018 Algebra #6,49,SMT_2018_Algebra_Solutions.pdf
SMT 2018 Algebra #7,18,SMT_2018_Algebra_Solutions.pdf
SMT 2018 Algebra #8,113,SMT_2018_Algebra_Solutions.pdf
SMT 2018 Algebra #9,"18, 21, 25",SMT_2018_Algebra_Solutions.pdf
SMT 2018 Algebra #10,3027,SMT_2018_Algebra_Solutions.pdf
SMT 2018 CalculusTiebreaker #1,3,SMT_2018_CalculusTiebreaker_Solutions.pdf
SMT 2018 CalculusTiebreaker #2,325,SMT_2018_CalculusTiebreaker_Solutions.pdf
SMT 2018 CalculusTiebreaker #3,\frac{63\pi}{256},SMT_2018_CalculusTiebreaker_Solutions.pdf
SMT 2018 Calculus #1,3,SMT_2018_Calculus_Solutions.pdf
SMT 2018 Calculus #2,3,SMT_2018_Calculus_Solutions.pdf
SMT 2018 Calculus #3,4,SMT_2018_Calculus_Solutions.pdf
SMT 2018 Calculus #4,4\sqrt{2},SMT_2018_Calculus_Solutions.pdf
SMT 2018 Calculus #5,6,SMT_2018_Calculus_Solutions.pdf
SMT 2018 Calculus #6,\frac{1}{4},SMT_2018_Calculus_Solutions.pdf
SMT 2018 Calculus #7,12,SMT_2018_Calculus_Solutions.pdf
SMT 2018 Calculus #8,\frac{1}{2},SMT_2018_Calculus_Solutions.pdf
SMT 2018 Calculus #9,\frac{\pi^2}{4},SMT_2018_Calculus_Solutions.pdf
SMT 2018 Calculus #10,\frac{1}{e},SMT_2018_Calculus_Solutions.pdf
SMT 2018 DiscreteTiebreaker #1,605,SMT_2018_DiscreteTiebreaker_Solutions.pdf
SMT 2018 DiscreteTiebreaker #2,3640,SMT_2018_DiscreteTiebreaker_Solutions.pdf
SMT 2018 DiscreteTiebreaker #3,28501,SMT_2018_DiscreteTiebreaker_Solutions.pdf
SMT 2018 Discrete #1,\frac{11}{24},SMT_2018_Discrete_Solutions.pdf
SMT 2018 Discrete #2,3,SMT_2018_Discrete_Solutions.pdf
SMT 2018 Discrete #3,34,SMT_2018_Discrete_Solutions.pdf
SMT 2018 Discrete #4,495,SMT_2018_Discrete_Solutions.pdf
SMT 2018 Discrete #5,4028,SMT_2018_Discrete_Solutions.pdf
SMT 2018 Discrete #6,210,SMT_2018_Discrete_Solutions.pdf
SMT 2018 Discrete #7,\frac{2019}{1001},SMT_2018_Discrete_Solutions.pdf
SMT 2018 Discrete #8,1440,SMT_2018_Discrete_Solutions.pdf
SMT 2018 Discrete #9,16,SMT_2018_Discrete_Solutions.pdf
SMT 2018 Discrete #10,\frac{8}{3},SMT_2018_Discrete_Solutions.pdf
SMT 2018 GeneralTiebreaker #1,40,SMT_2018_GeneralTiebreaker_Solutions.pdf
SMT 2018 GeneralTiebreaker #2,3 + 2\sqrt{3},SMT_2018_GeneralTiebreaker_Solutions.pdf
SMT 2018 GeneralTiebreaker #3,12,SMT_2018_GeneralTiebreaker_Solutions.pdf
SMT 2018 General #1,30,SMT_2018_General_Solutions.pdf
SMT 2018 General #2,470,SMT_2018_General_Solutions.pdf
SMT 2018 General #3,\frac{3}{2},SMT_2018_General_Solutions.pdf
SMT 2018 General #4,36,SMT_2018_General_Solutions.pdf
SMT 2018 General #5,\frac{11}{2},SMT_2018_General_Solutions.pdf
SMT 2018 General #6,\frac{5}{11},SMT_2018_General_Solutions.pdf
SMT 2018 General #7,\frac{11}{24},SMT_2018_General_Solutions.pdf
SMT 2018 General #8,\frac{9\sqrt{3}}{8},SMT_2018_General_Solutions.pdf
SMT 2018 General #9,1997,SMT_2018_General_Solutions.pdf
SMT 2018 General #10,34,SMT_2018_General_Solutions.pdf
SMT 2018 General #11,2063,SMT_2018_General_Solutions.pdf
SMT 2018 General #12,48,SMT_2018_General_Solutions.pdf
SMT 2018 General #13,55,SMT_2018_General_Solutions.pdf
SMT 2018 General #14,208,SMT_2018_General_Solutions.pdf
SMT 2018 General #15,120,SMT_2018_General_Solutions.pdf
SMT 2018 General #16,3\sqrt{3} - 2\sqrt{5},SMT_2018_General_Solutions.pdf
SMT 2018 General #17,21,SMT_2018_General_Solutions.pdf
SMT 2018 General #18,17,SMT_2018_General_Solutions.pdf
SMT 2018 General #19,51,SMT_2018_General_Solutions.pdf
SMT 2018 General #20,2,SMT_2018_General_Solutions.pdf
SMT 2018 General #21,407,SMT_2018_General_Solutions.pdf
SMT 2018 General #22,495,SMT_2018_General_Solutions.pdf
SMT 2018 General #23,\frac{2\pi\sqrt{3}}{18},SMT_2018_General_Solutions.pdf
SMT 2018 General #24,650,SMT_2018_General_Solutions.pdf
SMT 2018 General #25,3,SMT_2018_General_Solutions.pdf
SMT 2018 GeometryTiebreaker #1,210,SMT_2018_GeometryTiebreaker_Solutions.pdf
SMT 2018 GeometryTiebreaker #2,12\sqrt{3} - 6\sqrt{2},SMT_2018_GeometryTiebreaker_Solutions.pdf
SMT 2018 GeometryTiebreaker #3,\frac{8\sqrt{5}}{5},SMT_2018_GeometryTiebreaker_Solutions.pdf
SMT 2018 Geometry #1,2\sqrt{5},SMT_2018_Geometry_Solutions.pdf
SMT 2018 Geometry #2,25,SMT_2018_Geometry_Solutions.pdf
SMT 2018 Geometry #3,3 + \sqrt{3},SMT_2018_Geometry_Solutions.pdf
SMT 2018 Geometry #4,4 - 2\sqrt{3},SMT_2018_Geometry_Solutions.pdf
SMT 2018 Geometry #5,85,SMT_2018_Geometry_Solutions.pdf
SMT 2018 Geometry #6,\sqrt{61},SMT_2018_Geometry_Solutions.pdf
SMT 2018 Geometry #7,\frac{\sqrt{2}}{3},SMT_2018_Geometry_Solutions.pdf
SMT 2018 Geometry #8,\frac{136}{3},SMT_2018_Geometry_Solutions.pdf
SMT 2018 Geometry #9,11,SMT_2018_Geometry_Solutions.pdf
SMT 2018 Geometry #10,\frac{8\sqrt{6}}{9},SMT_2018_Geometry_Solutions.pdf
SMT 2018 Team #1,1479,SMT_2018_Team_Solutions.pdf
SMT 2018 Team #2,41,SMT_2018_Team_Solutions.pdf
SMT 2018 Team #3,201,SMT_2018_Team_Solutions.pdf
SMT 2018 Team #4,56,SMT_2018_Team_Solutions.pdf
SMT 2018 Team #5,5,SMT_2018_Team_Solutions.pdf
SMT 2018 Team #6,\frac{3}{2017},SMT_2018_Team_Solutions.pdf
SMT 2018 Team #7,\frac{3}{2},SMT_2018_Team_Solutions.pdf
SMT 2018 Team #8,32,SMT_2018_Team_Solutions.pdf
SMT 2018 Team #9,32,SMT_2018_Team_Solutions.pdf
SMT 2018 Team #10,2156,SMT_2018_Team_Solutions.pdf
SMT 2018 Team #11,\frac{21}{4},SMT_2018_Team_Solutions.pdf
SMT 2018 Team #12,2 \ln 2 - 1,SMT_2018_Team_Solutions.pdf
SMT 2018 Team #13,1011,SMT_2018_Team_Solutions.pdf
SMT 2018 Team #14,\frac{4}{9\pi},SMT_2018_Team_Solutions.pdf
SMT 2018 Team #15,\frac{161}{30},SMT_2018_Team_Solutions.pdf
SMT 2019 AlgebraTiebreaker #1,2501,SMT_2019_AlgebraTiebreaker_Solutions.pdf
SMT 2019 AlgebraTiebreaker #2,4,SMT_2019_AlgebraTiebreaker_Solutions.pdf
SMT 2019 AlgebraTiebreaker #3,36,SMT_2019_AlgebraTiebreaker_Solutions.pdf
SMT 2019 Algebra #1,163,SMT_2019_Algebra_Solutions.pdf
SMT 2019 Algebra #2,305,SMT_2019_Algebra_Solutions.pdf
SMT 2019 Algebra #3,-21,SMT_2019_Algebra_Solutions.pdf
SMT 2019 Algebra #4,10,SMT_2019_Algebra_Solutions.pdf
SMT 2019 Algebra #5,\frac{1}{6},SMT_2019_Algebra_Solutions.pdf
SMT 2019 Algebra #6,\frac{5}{3},SMT_2019_Algebra_Solutions.pdf
SMT 2019 Algebra #7,2 + 2\sqrt{2},SMT_2019_Algebra_Solutions.pdf
SMT 2019 Algebra #8,273,SMT_2019_Algebra_Solutions.pdf
SMT 2019 Algebra #9,10000,SMT_2019_Algebra_Solutions.pdf
SMT 2019 Algebra #10,673,SMT_2019_Algebra_Solutions.pdf
SMT 2019 CalculusTiebreaker #1,4038,SMT_2019_CalculusTiebreaker_Solutions.pdf
SMT 2019 CalculusTiebreaker #2,\frac{1}{1024},SMT_2019_CalculusTiebreaker_Solutions.pdf
SMT 2019 CalculusTiebreaker #3,10 \ln(10^7 + 1),SMT_2019_CalculusTiebreaker_Solutions.pdf
SMT 2019 Calculus #1,\frac{8\pi^3}{3},SMT_2019_Calculus_Solutions.pdf
SMT 2019 Calculus #2,e^{-2},SMT_2019_Calculus_Solutions.pdf
SMT 2019 Calculus #3,\frac{\sqrt{2}}{6},SMT_2019_Calculus_Solutions.pdf
SMT 2019 Calculus #4,2\sqrt{e},SMT_2019_Calculus_Solutions.pdf
SMT 2019 Calculus #5,-\frac{1}{4038},SMT_2019_Calculus_Solutions.pdf
SMT 2019 Calculus #6,6,SMT_2019_Calculus_Solutions.pdf
SMT 2019 Calculus #7,\frac{40}{9} - 2\ln 3,SMT_2019_Calculus_Solutions.pdf
SMT 2019 Calculus #8,-\frac{e}{2},SMT_2019_Calculus_Solutions.pdf
SMT 2019 Calculus #9,\frac{1}{12},SMT_2019_Calculus_Solutions.pdf
SMT 2019 Calculus #10,\frac{\pi\sqrt{3}}{6}\ln 3,SMT_2019_Calculus_Solutions.pdf
SMT 2019 DiscreteTiebreaker #1,6305,SMT_2019_DiscreteTiebreaker_Solutions.pdf
SMT 2019 DiscreteTiebreaker #2,514,SMT_2019_DiscreteTiebreaker_Solutions.pdf
SMT 2019 DiscreteTiebreaker #3,1536,SMT_2019_DiscreteTiebreaker_Solutions.pdf
SMT 2019 Discrete #1,289,SMT_2019_Discrete_Solutions.pdf
SMT 2019 Discrete #2,512,SMT_2019_Discrete_Solutions.pdf
SMT 2019 Discrete #3,7350,SMT_2019_Discrete_Solutions.pdf
SMT 2019 Discrete #4,\frac{9}{2},SMT_2019_Discrete_Solutions.pdf
SMT 2019 Discrete #5,90,SMT_2019_Discrete_Solutions.pdf
SMT 2019 Discrete #6,\frac{1}{182},SMT_2019_Discrete_Solutions.pdf
SMT 2019 Discrete #7,2950,SMT_2019_Discrete_Solutions.pdf
SMT 2019 Discrete #8,141,SMT_2019_Discrete_Solutions.pdf
SMT 2019 Discrete #9,1785,SMT_2019_Discrete_Solutions.pdf
SMT 2019 Discrete #10,59,SMT_2019_Discrete_Solutions.pdf
SMT 2019 GeneralTiebreaker #1,49,SMT_2019_GeneralTiebreaker_Solutions.pdf
SMT 2019 GeneralTiebreaker #2,"(4,16)",SMT_2019_GeneralTiebreaker_Solutions.pdf
SMT 2019 GeneralTiebreaker #3,123904,SMT_2019_GeneralTiebreaker_Solutions.pdf
SMT 2019 General #1,32,SMT_2019_General_Solutions.pdf
SMT 2019 General #2,-101,SMT_2019_General_Solutions.pdf
SMT 2019 General #3,106,SMT_2019_General_Solutions.pdf
SMT 2019 General #4,\frac{3}{2},SMT_2019_General_Solutions.pdf
SMT 2019 General #5,48,SMT_2019_General_Solutions.pdf
SMT 2019 General #6,\frac{14\pi}{3},SMT_2019_General_Solutions.pdf
SMT 2019 General #7,18,SMT_2019_General_Solutions.pdf
SMT 2019 General #8,12,SMT_2019_General_Solutions.pdf
SMT 2019 General #9,6,SMT_2019_General_Solutions.pdf
SMT 2019 General #10,82,SMT_2019_General_Solutions.pdf
SMT 2019 General #11,2,SMT_2019_General_Solutions.pdf
SMT 2019 General #12,44,SMT_2019_General_Solutions.pdf
SMT 2019 General #13,4,SMT_2019_General_Solutions.pdf
SMT 2019 General #14,\frac{9}{4},SMT_2019_General_Solutions.pdf
SMT 2019 General #15,23,SMT_2019_General_Solutions.pdf
SMT 2019 General #16,\frac{36\sqrt{3}}{\pi},SMT_2019_General_Solutions.pdf
SMT 2019 General #17,45°,SMT_2019_General_Solutions.pdf
SMT 2019 General #18,\frac{893}{1020},SMT_2019_General_Solutions.pdf
SMT 2019 General #19,512,SMT_2019_General_Solutions.pdf
SMT 2019 General #20,\sqrt{4964} = 2\sqrt{1241},SMT_2019_General_Solutions.pdf
SMT 2019 General #21,4,SMT_2019_General_Solutions.pdf
SMT 2019 General #22,4911,SMT_2019_General_Solutions.pdf
SMT 2019 General #23,-21,SMT_2019_General_Solutions.pdf
SMT 2019 General #24,72 + 4\pi - 8\sqrt{3},SMT_2019_General_Solutions.pdf
SMT 2019 General #25,\frac{9842}{19683},SMT_2019_General_Solutions.pdf
SMT 2019 GeometryTiebreaker #1,\sqrt{39},SMT_2019_GeometryTiebreaker_Solutions.pdf
SMT 2019 GeometryTiebreaker #2,10\sqrt{5},SMT_2019_GeometryTiebreaker_Solutions.pdf
SMT 2019 GeometryTiebreaker #3,7,SMT_2019_GeometryTiebreaker_Solutions.pdf
SMT 2019 Geometry #1,\frac{3}{4},SMT_2019_Geometry_Solutions.pdf
SMT 2019 Geometry #2,2,SMT_2019_Geometry_Solutions.pdf
SMT 2019 Geometry #3,15°,SMT_2019_Geometry_Solutions.pdf
SMT 2019 Geometry #4,6,SMT_2019_Geometry_Solutions.pdf
SMT 2019 Geometry #5,\frac{6\sqrt{3}}{5},SMT_2019_Geometry_Solutions.pdf
SMT 2019 Geometry #6,\frac{441}{4},SMT_2019_Geometry_Solutions.pdf
SMT 2019 Geometry #7,\frac{9}{4},SMT_2019_Geometry_Solutions.pdf
SMT 2019 Geometry #8,3 + \sqrt{13},SMT_2019_Geometry_Solutions.pdf
SMT 2019 Geometry #9,12\sqrt{2},SMT_2019_Geometry_Solutions.pdf
SMT 2019 Geometry #10,26,SMT_2019_Geometry_Solutions.pdf
SMT 2019 Power #1,"\{2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 16\}",SMT_2019_Power_Solutions.pdf
SMT 2019 Power #3a,2n + 1,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #3b,3n,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #5a,Yes,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #5b,Yes,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #6a,"A = \{0, 2, 3, 5\}, B = \{0, 4, 6, 8\}, C = \{0, 1, 3, 7\} \text{ or } \{0, 1, 3, 5, 7\}",SMT_2019_Power_Solutions.pdf
SMT 2019 Power #6b,No,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #7a,0,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #7b,9,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #7c,477,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #8,\lceil \sqrt[n]{m} \rceil,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #10a,|A + B| \leq |A| \cdot |B|,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #10b,|A + B| \geq |A| + |B| - 1,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #11a,7,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #11b,11,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #11c,0,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #11d,12,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #12a,"\{0, 1, 2, 3, 4\}",SMT_2019_Power_Solutions.pdf
SMT 2019 Power #12b,"\{0, 2, 4, 5, 6\}",SMT_2019_Power_Solutions.pdf
SMT 2019 Power #12c,"\{1, 3, 4, 5, 6\}",SMT_2019_Power_Solutions.pdf
SMT 2019 Power #16a,"\text{Min: } 2n - 1, \text{ Max: } \binom{n+1}{2}",SMT_2019_Power_Solutions.pdf
SMT 2019 Power #16c,5,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #18a,No,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #18b,Yes,SMT_2019_Power_Solutions.pdf
SMT 2019 Power #18c,No,SMT_2019_Power_Solutions.pdf
SMT 2019 Team #1,21,SMT_2019_Team_Solutions.pdf
SMT 2019 Team #2,48,SMT_2019_Team_Solutions.pdf
SMT 2019 Team #3,8,SMT_2019_Team_Solutions.pdf
SMT 2019 Team #4,90,SMT_2019_Team_Solutions.pdf
SMT 2019 Team #5,\frac{19}{7},SMT_2019_Team_Solutions.pdf
SMT 2019 Team #6,\sqrt{2},SMT_2019_Team_Solutions.pdf
SMT 2019 Team #7,4037,SMT_2019_Team_Solutions.pdf
SMT 2019 Team #8,3,SMT_2019_Team_Solutions.pdf
SMT 2019 Team #9,59,SMT_2019_Team_Solutions.pdf
SMT 2019 Team #10,\frac{113}{6},SMT_2019_Team_Solutions.pdf
SMT 2019 Team #11,4033,SMT_2019_Team_Solutions.pdf
SMT 2019 Team #12,5,SMT_2019_Team_Solutions.pdf
SMT 2019 Team #13,18,SMT_2019_Team_Solutions.pdf
SMT 2019 Team #14,\frac{\pi^2}{12},SMT_2019_Team_Solutions.pdf
SMT 2019 Team #15,124,SMT_2019_Team_Solutions.pdf
SMT 2020 AlgebraTiebreaker #1,45,SMT_2020_AlgebraTiebreaker_Solutions.pdf
SMT 2020 AlgebraTiebreaker #2,-1129.5,SMT_2020_AlgebraTiebreaker_Solutions.pdf
SMT 2020 AlgebraTiebreaker #3,12,SMT_2020_AlgebraTiebreaker_Solutions.pdf
SMT 2020 Algebra #1,2221,SMT_2020_Algebra_Solutions.pdf
SMT 2020 Algebra #2,202020,SMT_2020_Algebra_Solutions.pdf
SMT 2020 Algebra #3,48,SMT_2020_Algebra_Solutions.pdf
SMT 2020 Algebra #4,-480,SMT_2020_Algebra_Solutions.pdf
SMT 2020 Algebra #5,10\sqrt{101},SMT_2020_Algebra_Solutions.pdf
SMT 2020 Algebra #6,2,SMT_2020_Algebra_Solutions.pdf
SMT 2020 Algebra #7,-\frac{\sqrt{6}+\sqrt{2}}{2},SMT_2020_Algebra_Solutions.pdf
SMT 2020 Algebra #8,672,SMT_2020_Algebra_Solutions.pdf
SMT 2020 Algebra #9,2022,SMT_2020_Algebra_Solutions.pdf
SMT 2020 Algebra #10,43,SMT_2020_Algebra_Solutions.pdf
SMT 2020 CalculusTiebreaker #1,\ln(\frac{1}{2} + \ln 2),SMT_2020_CalculusTiebreaker_Solutions.pdf
SMT 2020 CalculusTiebreaker #2,\frac{\pi-1}{2} - \frac{1}{2}\ln(2 - 2\cos 1),SMT_2020_CalculusTiebreaker_Solutions.pdf
SMT 2020 CalculusTiebreaker #3,2044240e^2,SMT_2020_CalculusTiebreaker_Solutions.pdf
SMT 2020 Calculus #1,50,SMT_2020_Calculus_Solutions.pdf
SMT 2020 Calculus #2,\frac{1}{2e},SMT_2020_Calculus_Solutions.pdf
SMT 2020 Calculus #3,\frac{4\pi^3}{3},SMT_2020_Calculus_Solutions.pdf
SMT 2020 Calculus #4,0,SMT_2020_Calculus_Solutions.pdf
SMT 2020 Calculus #5,4084442e,SMT_2020_Calculus_Solutions.pdf
SMT 2020 Calculus #6,-\log(2) + \frac{1}{2},SMT_2020_Calculus_Solutions.pdf
SMT 2020 Calculus #7,\ln(\ln 2020),SMT_2020_Calculus_Solutions.pdf
SMT 2020 Calculus #8,\frac{\pi}{20},SMT_2020_Calculus_Solutions.pdf
SMT 2020 Calculus #9,\frac{\pi^2}{4},SMT_2020_Calculus_Solutions.pdf
SMT 2020 Calculus #10,1300,SMT_2020_Calculus_Solutions.pdf
SMT 2020 DiscreteTiebreaker #1,\frac{11}{18},SMT_2020_DiscreteTiebreaker_Solutions.pdf
SMT 2020 DiscreteTiebreaker #2,530,SMT_2020_DiscreteTiebreaker_Solutions.pdf
SMT 2020 DiscreteTiebreaker #3,38880,SMT_2020_DiscreteTiebreaker_Solutions.pdf
SMT 2020 Discrete #1,573,SMT_2020_Discrete_Solutions.pdf
SMT 2020 Discrete #2,\frac{6}{19},SMT_2020_Discrete_Solutions.pdf
SMT 2020 Discrete #3,2008,SMT_2020_Discrete_Solutions.pdf
SMT 2020 Discrete #4,351480,SMT_2020_Discrete_Solutions.pdf
SMT 2020 Discrete #5,7,SMT_2020_Discrete_Solutions.pdf
SMT 2020 Discrete #6,\frac{19}{116},SMT_2020_Discrete_Solutions.pdf
SMT 2020 Discrete #7,\frac{1}{6},SMT_2020_Discrete_Solutions.pdf
SMT 2020 Discrete #8,4356,SMT_2020_Discrete_Solutions.pdf
SMT 2020 Discrete #9,2570,SMT_2020_Discrete_Solutions.pdf
SMT 2020 Discrete #10,30277,SMT_2020_Discrete_Solutions.pdf
SMT 2020 GeneralTiebreaker #1,69760,SMT_2020_GeneralTiebreaker_Solutions.pdf
SMT 2020 GeneralTiebreaker #2,14\pi\text{cm}^2,SMT_2020_GeneralTiebreaker_Solutions.pdf
SMT 2020 GeneralTiebreaker #3,12,SMT_2020_GeneralTiebreaker_Solutions.pdf
SMT 2020 General #1,300\pi,SMT_2020_General_Solutions.pdf
SMT 2020 General #2,1680,SMT_2020_General_Solutions.pdf
SMT 2020 General #3,12,SMT_2020_General_Solutions.pdf
SMT 2020 General #4,5,SMT_2020_General_Solutions.pdf
SMT 2020 General #5,1040,SMT_2020_General_Solutions.pdf
SMT 2020 General #6,5,SMT_2020_General_Solutions.pdf
SMT 2020 General #7,225,SMT_2020_General_Solutions.pdf
SMT 2020 General #8,\frac{1-\sqrt{113}}{14},SMT_2020_General_Solutions.pdf
SMT 2020 General #9,34,SMT_2020_General_Solutions.pdf
SMT 2020 General #10,39,SMT_2020_General_Solutions.pdf
SMT 2020 General #11,4,SMT_2020_General_Solutions.pdf
SMT 2020 General #12,\frac{7}{20},SMT_2020_General_Solutions.pdf
SMT 2020 General #13,-24,SMT_2020_General_Solutions.pdf
SMT 2020 General #14,827,SMT_2020_General_Solutions.pdf
SMT 2020 General #15,\frac{5+3\sqrt{2}}{2},SMT_2020_General_Solutions.pdf
SMT 2020 General #16,"(8, 7)",SMT_2020_General_Solutions.pdf
SMT 2020 General #17,13,SMT_2020_General_Solutions.pdf
SMT 2020 General #18,"(3, 673) \text{ and } (673, 3)",SMT_2020_General_Solutions.pdf
SMT 2020 General #19,7 - 4\sqrt{3},SMT_2020_General_Solutions.pdf
SMT 2020 General #20,\frac{45}{38},SMT_2020_General_Solutions.pdf
SMT 2020 General #21,5,SMT_2020_General_Solutions.pdf
SMT 2020 General #22,64,SMT_2020_General_Solutions.pdf
SMT 2020 General #23,\frac{672}{673},SMT_2020_General_Solutions.pdf
SMT 2020 General #24,188,SMT_2020_General_Solutions.pdf
SMT 2020 General #25,144,SMT_2020_General_Solutions.pdf
SMT 2020 GeometryTiebreaker #1,24,SMT_2020_GeometryTiebreaker_Solutions.pdf
SMT 2020 GeometryTiebreaker #2,76,SMT_2020_GeometryTiebreaker_Solutions.pdf
SMT 2020 GeometryTiebreaker #3,30\sqrt{3} - 20,SMT_2020_GeometryTiebreaker_Solutions.pdf
SMT 2020 Geometry #1,4,SMT_2020_Geometry_Solutions.pdf
SMT 2020 Geometry #2,1,SMT_2020_Geometry_Solutions.pdf
SMT 2020 Geometry #3,\frac{45}{38},SMT_2020_Geometry_Solutions.pdf
SMT 2020 Geometry #4,25,SMT_2020_Geometry_Solutions.pdf
SMT 2020 Geometry #5,19,SMT_2020_Geometry_Solutions.pdf
SMT 2020 Geometry #6,"(8, 7)",SMT_2020_Geometry_Solutions.pdf
SMT 2020 Geometry #7,\frac{20\sqrt{14}}{9},SMT_2020_Geometry_Solutions.pdf
SMT 2020 Geometry #8,\frac{441\pi}{10} + 24\sqrt{5},SMT_2020_Geometry_Solutions.pdf
SMT 2020 Geometry #9,234,SMT_2020_Geometry_Solutions.pdf
SMT 2020 Geometry #10,6,SMT_2020_Geometry_Solutions.pdf
SMT 2020 Power #1,Q(x) = x + 1,SMT_2020_Power_Solutions.pdf
SMT 2020 Power #2a,q_n = \frac{(A^n-1)B}{A-1},SMT_2020_Power_Solutions.pdf
SMT 2020 Power #2b,q_j - q_i = A^i q_{j-i},SMT_2020_Power_Solutions.pdf
SMT 2020 Power #4c,f(n) = n(n-1),SMT_2020_Power_Solutions.pdf
SMT 2020 Power #6a,"v_2(2020) = 2, v_5(2020) = 1, v_{101}(2020) = 1",SMT_2020_Power_Solutions.pdf
SMT 2020 Power #6b,"0, 1, 0, 2, 0, 1, 0, 3, 0, 1, 0, 2, 0, 1, 0, 4, 0, 1, 0, 2",SMT_2020_Power_Solutions.pdf
SMT 2020 Power #9a,5^4,SMT_2020_Power_Solutions.pdf
SMT 2020 Power #11a,"1, 2, 2^2, ...",SMT_2020_Power_Solutions.pdf
SMT 2020 Power #18a,"N(r,2) = r + 1",SMT_2020_Power_Solutions.pdf
SMT 2020 Team #1,69,SMT_2020_Team_Solutions.pdf
SMT 2020 Team #2,\frac{97\sqrt{3}}{4},SMT_2020_Team_Solutions.pdf
SMT 2020 Team #3,51,SMT_2020_Team_Solutions.pdf
SMT 2020 Team #4,7,SMT_2020_Team_Solutions.pdf
SMT 2020 Team #5,\ln 9 - \frac{3}{2},SMT_2020_Team_Solutions.pdf
SMT 2020 Team #6,1010,SMT_2020_Team_Solutions.pdf
SMT 2020 Team #7,6055,SMT_2020_Team_Solutions.pdf
SMT 2020 Team #8,9,SMT_2020_Team_Solutions.pdf
SMT 2020 Team #9,\frac{4}{3},SMT_2020_Team_Solutions.pdf
SMT 2020 Team #10,\frac{25}{256},SMT_2020_Team_Solutions.pdf
SMT 2020 Team #11,\frac{4}{3} - \ln(3),SMT_2020_Team_Solutions.pdf
SMT 2020 Team #12,\frac{4\sqrt{3}+6}{3},SMT_2020_Team_Solutions.pdf
SMT 2020 Team #13,152,SMT_2020_Team_Solutions.pdf
SMT 2020 Team #14,e^2 - e,SMT_2020_Team_Solutions.pdf
SMT 2020 Team #15,\pi \ln (7),SMT_2020_Team_Solutions.pdf
SMT 2021 AlgebraTiebreaker #1,64,SMT_2021_AlgebraTiebreaker_Solutions.pdf
SMT 2021 AlgebraTiebreaker #2,4,SMT_2021_AlgebraTiebreaker_Solutions.pdf
SMT 2021 AlgebraTiebreaker #3,2207,SMT_2021_AlgebraTiebreaker_Solutions.pdf
SMT 2021 Algebra #1,63x - 62,SMT_2021_Algebra_Solutions.pdf
SMT 2021 Algebra #2,2,SMT_2021_Algebra_Solutions.pdf
SMT 2021 Algebra #3,"A = 21, B = 291",SMT_2021_Algebra_Solutions.pdf
SMT 2021 Algebra #4,7,SMT_2021_Algebra_Solutions.pdf
SMT 2021 Algebra #5,\sqrt{\frac{-1+\sqrt{101}}{2}},SMT_2021_Algebra_Solutions.pdf
SMT 2021 Algebra #6,6160,SMT_2021_Algebra_Solutions.pdf
SMT 2021 Algebra #7,42,SMT_2021_Algebra_Solutions.pdf
SMT 2021 Algebra #8,\frac{9}{17},SMT_2021_Algebra_Solutions.pdf
SMT 2021 Algebra #9,69,SMT_2021_Algebra_Solutions.pdf
SMT 2021 Algebra #10,8,SMT_2021_Algebra_Solutions.pdf
SMT 2021 GeneralTiebreaker #1,840,SMT_2021_GeneralTiebreaker_Solutions.pdf
SMT 2021 GeneralTiebreaker #2,5\sqrt{119},SMT_2021_GeneralTiebreaker_Solutions.pdf
SMT 2021 GeneralTiebreaker #3,602,SMT_2021_GeneralTiebreaker_Solutions.pdf
